CUIT,Razon social,Anticipo,TRX,Rég.,ISIB Anual,DDJJs ISIB,PNG Anual,DDJJs IVA,Cod. Act.,Desc. Act. NAES,Base Imp.,AlicDec.,Imp. Decla.,Obs.,Alic.Leg.,Imp. Determ.,Diferencia,Categoria,Fecha de Proceso,tipo_persona
39450345095,Contribuyente 0095,12025,3955892719,LO,"10.449.284,00",12,0,0,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares","1.985.747,00",3,"59.572,41",SI,6,"119.144,82","59.572,41",Masivo,23/04/25,Juridica
36612777666,Contribuyente 0096,22025,3945315413,LO,"9.505.597,00",12,0,0,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares","2.000.000,00",3,"60.000,00",SI,6,"120.000,00","60.000,00",Masivo,23/04/25,Juridica
22677032251,Contribuyente 0097,22025,3961204441,LO,"-1.172,00",0,0,0,952100,Reparación de artículos eléctricos y electrónicos de uso doméstico,"15.012.000,00",1,"150.120,00",SI,3,"450.360,00","300.240,00",Masivo,23/04/25,Juridica
28858270445,Contribuyente 0098,12025,3957835075,CM,"10.608.353,00",12,0,0,960990,Servicios personales n.c.p.,"1.188.970,00","1,5","17.834,55",SI,3,"35.669,10","17.834,55",Masivo,23/04/25,Juridica
29299207917,Contribuyente 0099,22025,3930120405,CM,"13.212.935,00",12,0,0,960990,Servicios personales n.c.p.,"1.189.370,00","1,5","17.840,55",SI,3,"35.681,10","17.840,55",Masivo,23/04/25,Juridica
29606201273,Contribuyente 0100,22025,3952580541,CM,"66.627,00",5,0,0,960990,Servicios personales n.c.p.,"65.280,00","1,5","979,2",SI,3,"1.958,40","979,2",Masivo,23/04/25,Juridica
32399751200,Contribuyente 0101,22025,3959916204,CM,"11.572.515,00",12,0,0,492280,Servicio de transporte automotor urbano de carga n.c.p.,"1.288.000,00","1,5","19.320,00",SI,2,"25.760,00","6.440,00",Masivo,23/04/25,Juridica
35188408014,Contribuyente 0102,12025,3960090549,CM,"12.267.747,00",12,0,0,492280,Servicio de transporte automotor urbano de carga n.c.p.,"1.840.000,00","1,5","27.600,00",SI,2,"36.800,00","9.200,00",Masivo,23/04/25,Juridica
36373432319,Contribuyente 0103,22025,3939273727,LO,"300.434,00",12,0,0,662020,Servicios de productores y asesores de seguros,"69.315,47",3,"2.079,46",SI,"5,5","3.812,35","1.732,89",Masivo,23/04/25,Juridica
38793539364,Contribuyente 0104,12025,3959853843,LO,"420.863,00",12,0,0,662020,Servicios de productores y asesores de seguros,"85.743,41",3,"2.572,30",SI,"5,5","4.715,89","2.143,59",Masivo,23/04/25,Juridica
35750555538,Contribuyente 0105,12025,3934403416,LO,"17.437.054,00",12,0,0,492190,Servicio de transporte automotor de pasajeros n.c.p.,"511.716,81","0,75","3.837,88",SI,"1,5","7.675,75","3.837,87",Masivo,23/04/25,Juridica
29795723543,Contribuyente 0106,22025,3933540857,LO,"9.601.380,00",12,0,0,492190,Servicio de transporte automotor de pasajeros n.c.p.,"804.253,11","0,75","6.031,90",SI,"1,5","12.063,80","6.031,90",Masivo,23/04/25,Juridica
39933356143,Contribuyente 0107,12025,3960944752,CM,"3.998.538,00",12,0,0,692000,"Servicios de contabilidad, auditoría y asesoría fiscal","106.464,00","1,5","1.596,96",SI,3,"3.193,92","1.596,96",Masivo,23/04/25,Juridica
29224253802,Contribuyente 0108,22025,3938297257,CM,"5.214.546,00",12,0,0,692000,"Servicios de contabilidad, auditoría y asesoría fiscal","106.464,00","1,5","1.596,96",SI,3,"3.193,92","1.596,96",Masivo,23/04/25,Juridica
35268585336,Contribuyente 0109,12025,3960665690,CM,"13.280.182,00",12,14297163,12,477190,Venta al por menor de prendas y accesorios de vestir n.c.p.,"596.272,72",1,"5.962,73",SI,3,"17.888,18","11.925,45",Masivo,23/04/25,Juridica
39683977437,Contribuyente 0110,22025,3939354494,CM,"8.896.214,00",12,14297025,12,477190,Venta al por menor de prendas y accesorios de vestir n.c.p.,"823.805,42",1,"8.238,05",SI,3,"24.714,16","16.476,11",Masivo,23/04/25,Juridica
24283883194,Contribuyente 0111,22025,3962737047,CM,"23.182.560,00",12,0,0,492250,Servicio de transporte automotor de mercaderías y sustancias peligrosas,"826.360,00","1,5","12.395,40",SI,2,"16.527,20","4.131,80",Masivo,23/04/25,Juridica
39683827242,Contribuyente 0112,12025,3961748049,CM,"15.654.059,00",12,0,0,492250,Servicio de transporte automotor de mercaderías y sustancias peligrosas,"1.798.320,00","1,5","26.974,80",SI,2,"35.966,40","8.991,60",Masivo,23/04/25,Juridica
27185624639,Contribuyente 0113,22025,3939003497,LO,"3.999.411,00",12,0,0,421000,"Construcción, reforma y reparación de obras de infraestructura para el transporte","500.000,00","1,5","7.500,00",SI,2,"10.000,00","2.500,00",Masivo,23/04/25,Juridica
